singer,song name,date,text,poet 
"אייל גולן
",לבד לבד,18/03/13,"יש לי ארץ החלב נוגע בדבש 
והישן נושן עטוף הוא בחדש 
והיא יפה קדושה רבים הרוצים בה 
ומי ידע דרכה מנהיגים רבים לה 

בית ועוד בית 
מקיבוץ עד למושב 
ועיר אחת גדולה עשויה כולה זהב 

ישראל היא הבית שלי 
ישראל החלום שאיתי 
ישראל כאן ועכשיו 
ישראל 

ישראל היא הבית שלי 
ישראל החלום שאיתי 
ישראל כאן ועכשיו 
ישראל 

ים יפה כחול והיא יבשה ממים 
ומדבר ירוק מטל שבשמים 
דור שקבע דגל כחול לבן 
ודור חדש שבא לנצח את הזמן 

אנחנו כאן לעד 
לטעת ולבנות 
מחלום לתקווה 
את ארץ האבות 

ישראל היא הבית שלי 
ישראל החלום שאיתי 
ישראל כאן ועכשיו 
ישראל 

ישראל היא הבית שלי 
ישראל החלום שאיתי 
ישראל כאן ועכשיו 
ישראל 

(אחרייך אני הולך ובא למות למענך 
חושב עלייך כל היום 
לישראל אתן הכל 
כחול לבן עולה עולה 
כחול לבן עולה עולה 
הגוף שלנו מתפלל 
ישראל עולה עולה) 

ישראל היא הבית שלי 
ישראל החלום שאיתי 
ישראל כאן ועכשיו 
ישראל 

ישראל היא הבית שלי 
ישראל החלום שאיתי 
ישראל כאן ועכשיו 
ישראל",אביגדור קהלני 
"אייל גולן
",לב של גבר,30/06/11,"את כובשת את כל מי שפעם חלם
על היופי שלך בעולם
את שוברת מיליון חלומות אהבה
בשבילי את אחת יחידה

תני לי להזיע
תני לי להגיע
עד כוכב צפון
אני אבנה ארמון
תני לי להגשים לך
כל דבר אביא לך
תני לי להיות הראשון

כבר לא יכול
את גורמת לי לסבול
אנ'לא יכול ואוהב בך את הכל
הלילה לא, לא מוכן לישון
לא לעצום אישון
תני לי להיות הראשון

את נוגעת בדיוק במקומות רגישים
מטריפה לי את כל החושים
את ירח זורח מלא ועגול
מסנוורת אותי בגדול

תני לי להזיע...",דניאל אמברוחו
"אייל גולן
",לב שבור,18/03/13,"איך הימים, 
איך הימים עוברים עליי כשהיא איננה 
כבר אין בי כח, שוב לברוח מעצמי 
לאן אפנה, 
לאן אפנה כל הלילות חושב עליה 
עוד אשתגע ממחשבות והדמעות לבד זולגות 

היא לקחה את כל החלומות 
איך הלב נשבר לחתיכות 
כל מה שהיה לי נתתי לה 
כל מה שעובר עליי בגללה 

היא לקחה את כל החלומות 
איך הלב נשבר לחתיכות 
כל מה שהיה לי נתתי לה 
כל מה שעובר עליי בגללה 

תמונה אחת, 
תמונה אחת רק נשארה לי למזכרת 
איתך חלמתי ואהבתי כמו עיוור 
עד סוף ימיי, 
עד סוף ימיי אני אשב כאן אחכה לך 
ליבי קורא לך, עייפתי דיי 
לא אל תלכי חזרי אליי 

היא לקחה את כל החלומות 
איך הלב נשבר לחתיכות 
כל מה שהיה לי נתתי לה 
כל מה שעובר עליי בגללה 

היא לקחה את כל החלומות 
איך הלב נשבר לחתיכות 
כל מה שהיה לי נתתי לה 
כל מה שעובר עליי בגללה", אופיר כהן 
"אייל גולן
",לב חולה,26/03/12,"יש לה אש בוערת בעיניים, סומק בלחיים
שערה גולש בזהב פוצע
בקלות את האוויר
חותכת, כשהיא מחייכת
כל הבחורים מסתכלים עליה
למה, לעזאזל איש לא ביקש את ידה

למה, חולפות שנים והיא עדיין לבדה
כל כך יפה, ואין לה אף אחד בלב
כל כך יפה, כל
כך יפה שזה כואב
כולם רוצים אותה לתת לה אהבה
אבל הם פוחדים להתקרב

איך שהיא על המסלול עוברת, דוגמנית צמרת
המבט שלה את הרחוב צובע
על שלטי חוצות
היא מצולמת, כן היא מהממת
ולמרות הכול אני לא יודע
למה, לעזאזל איש לא ביקש את ידה
למה, חולפות שנים והיא עדיין לבדה",יוסי גיספן
"אייל גולן
",לאן את הולכת,01/07/11,"ראיתיך ברחוב עוברת ילדה יפה תמימה 
מול פני את כך חולפת כמו רוח סערה 
את שכל חיי חלמתי בלילות 
והלב שלי יוצא לו, רק אותך רוצה ילדה. 

הלילה לחבוק גופך בלילה 
רק שמעי נא וסודך גלי ספרי נא 
כן ילדה הלילה לחבוק גופך בלילה 
רק תאמרי נא שאותי רוצה ודי לך 

לא יודע מה קורה לי אותי את מטריפה 
שום דבר יותר לא בא לי רק להיות איתך 
אני שכל חיי שברתי לבבות 
בחדרי עכשיו יושב פה וליבי מלא תקוות 

הלילה לחבוק גופך בלילה...",אייל גולן
"אייל גולן
",לאהוב אותך,24/03/15,"שוב זו את
ודמעתך אשר זלגה לאט
אל ידך אשר ליטפה ברוך
את פניו שאהבת
אל תבכי, אל תבכי
כי בסוף לבטח תחייכי

דמעתך הפכה לגעגוע
תקוותך נשאת על כנף הרוח
היו ימייך רק לו
ולילותייך הם לא לו
את אהבתך נתת רק בשבילו

ושוב זו את
אל גנך הוא יתגנב לאט
בצעדיו אשר מכים על חטא
אבד בדרך שסלל
אל תבכי, אל תבכי
כי בסוף לבטח תחייכי

דמעתך הפכה לגעגוע
תקוותך נשאת על כנף הרוח
היו ימייך רק לו
ולילותייך הם לא לו
את אהבתך נתת רק בשבילו",דודו מתנה
"אייל גולן
",כשתגדל,28/06/11,"כשאחר יסתנוור מהאור שבעינייך 
יטעם את הטעם של שמך 
יחבק וישתיק בשתי ידיו את כל פחדייך 
כשאחר יתעורר לצידך 
כשאחר יבין את כוחן של הדמעות 
ישבר בצל של בכייך 
יתקרב וילחש לך את כל הסודות 
כשאחר יאחז בידך 

רק אז אני אשבר לאט אצעק בשמך כמעט 
כשאחר יתאהב ויגלה אותך 
אחכה רק לך גם אם אהיה לבד 
כי אינני יכול אינני יכול בלעדייך 

כשאחר יקנא לך מרוב אהבה 
לאט ישתנה בשבילך 
יכאיב לעצמו כשאת קצת עצובה 
כשאחר יגור בליבך 
כשאחר יבקש אז ברגע מתוק 
רק לחיות את חייו לצידך 
אז אני אתפרק לבד וקצת רחוק 
כשאחר יזדקן לצידך 

רק אז אני אשבר...",נועם חורב
"אייל גולן
",כשאת צוחקת,18/03/13,"איך אהבתי אותך כמו עיוור משוגע 
מהרגע שבו כף ידך בי נגעה 
הבטחת לי שיחד נבנה כאן עתיד 
ועכשיו אין כבר מה להגיד 

כשאת איתך, שיר עצוב את ליבי מדכדך 
הוא לבד בין קירות מהלך 
מדמיין את דמותך 

ובלילות, אני חולם שאת באה אליי 
ומלטפת ברוך את פניי 
ונושקת בחום לשפתיי 

איך אהבתי אותך כמו עיוור משוגע 
מהרגע שבו כף ידך בי נגעה 
הבטחת לי שיחד נבנה כאן עתיד 
ועכשיו אין כבר מה להגיד 

איך אהבתי אותך כמו עיוור משוגע 
מהרגע שבו כף ידך בי נגעה 
הבטחת לי שיחד נבנה כאן עתיד 
ועכשיו אין כבר מה להגיד 

ואת אינך, לא נשאר כאן דבר בלכתך 
רק תמונה בה אני מחייך 
וראשי על כתפך 
ובלעדיי, איך תמשיכי מכאן בלעדיי 
את ליבי את לקחת ואולי 
את תשובי מחר אל חיי 

איך אהבתי אותך כמו עיוור משוגע 
מהרגע שבו כף ידך בי נגעה 
הבטחת לי שיחד נבנה כאן עתיד 
ועכשיו אין כבר מה להגיד 

איך אהבתי אותך כמו עיוור משוגע 
מהרגע שבו כף ידך בי נגעה 
הבטחת לי שיחד נבנה כאן עתיד 
ועכשיו אין כבר מה להגיד", אופיר כהן 
"אייל גולן
",כשאת איתו,26/03/12,"פתאום הלכת ממני הלך איתך גם החלום
אל בית ריק חזרתי מכתב השארת לי
ובו אמרת הכול
כתבת שאת אהבת אותי
שבאמת היית שלי
אך את עצמך מצאת איתו
נתת לו את הכול

אני לבד יושב לי וחושב לי היכן אהבתי
היכן טעיתי מה לא נכון עשיתי
שכך פגעה בי בגאוותי
ואל נא תחפשיני כשאת תביני אני אהיה רחוק
עוד יום עובר לי ורק יותר כואב לי
הלב נשבר לי כשאת איתו

זוכר איך שאהבנו ואת היית לי לאישה
ימים יפים ידענו
איך כך פגעה בי אותה פרידה
רציתי שתהיי שלי שכול הזמן תהיי מולי
עכשיו אני נשרף לי באש אהבתי",אייל גולן
"אייל גולן
",כשאת אינך,02/07/11,"תני לי לחבק אותך קרוב ללב 
יש לי עוד הרבה מילים לומר 
לחיבור איתך יש משמעות ויש סיבה 
חבר נשאר חבר לכל דבר 

אז אל תביטי לאחור 
כי חבל על הכוחות 
העתיד מלא ניסים ונפלאות 
את זוהרת כמו כוכב 
כשאני הביתה שב 
מנשק אותך ימים וגם לילות 

כשאת צוחקת 
גם הלב שלי עכשיו צוחק איתך 
שתי עינייך הקטנות יפות כל כך 
ועכשיו הכל מושלם זה סוד הקסם בעולם 

אפילו לשמיים 
יש שפה משלהם 
במקום מילים ברקים ורעמים 
והגשם שיורד עכשיו ממש ברכה 
נעוף כמו שעפות הציפורים 

אם תסתכלי אל העתיד 
יש פרחים ויש עצים 
והעיקר זה שאנחנו מרוצים 
ויכול מאוד להיות 
שיהיו עוד מכשולים 
וביחד נהנה מהחיים 

כשאת צוחקת...",דוד זיגמן
"אייל גולן
",כשאחר,24/03/15,"כשתגדל תוכל להיות מה שתרצה
אז עכשיו נסה לחיות על הקצה
קפוץ למים הקרים בלי מכנסיים 
תן לקור שיחמם לך ת'דם
כשתגדל אתה תבין שבינתיים
אתה יכול להסתדר עם העולם

כשתגדל תוכל לחיות איך שתרצה
אז עכשיו כנס עמוק ואל תצא
רוץ לאש כמו פרפר חסר כנפיים
תן לחום שילטף לך ת'גוף
כשתגדל אתה תבין שבינתיים
אתה יכול להסתדר עם הטירוף

כשתגדל גם העולם יגדל איתך 
ותנסה לתפוס אותו בין הידיים
והמזל קצת יתבלבל עם הגורל
ימים רעים הם רק תקופה של בינתיים
אתה תיפול ותעמוד על הרגליים
כשתגדל
כי החיים הם כמו נהר אתה המים

כשתגדל תוכל לבכות כמו תינוק
אז עכשיו תרגיש ת'טעם של הצחוק
תכתוב מילים בחרוזים על הידיים
משפטים שמישהו חכם אמר
כשתגדל אתה תבין שבינתיים
אתה יכול להתמודד עם המחר

כשתגדל גם העולם יגדל איתך 
ותנסה לתפוס אותו בין הידיים
והמזל קצת יתבלבל עם הגורל
ימים רעים הם רק תקופה של בינתיים
אתה תיפול ותעמוד על הרגליים
כשתגדל
כי החיים הם כמו נהר אתה המים",סהר חגי
"אייל גולן
",כנף הרוח,02/07/11,"לאהוב אותך 
הלב אומר 
לאהוב אותך 
לא לוותר 

כשמולי את עוברת נעצר האוויר 
הרצפה מתנדנדת ואין קול לשיר 
איזה אור בעיניים איך הזמן נעצר 
כשהצחוק על שפתייך מה שנשאר 

לאהוב אותך.. 

אז תאהבי אותי ככה עשיר או עני 
נזדקן לנו יחד את ואני 
והאור בעינייך עכשיו את שלי 
לחשו לי שפתייך את אוהבת אותי 

לאהוב אותך... 

מי שישלם בזהב ישלם בכסף לא יקנה אותך 
ככה סתם ההפך את תהיי שלו מבחירה מחשק 
אהבה שתנצח כאן וכל הכספים יתמוטטו 
יפלו יהיה פה אושר אמיתי אתם 
תלכו על זה בכל הכוח יחד והפחד יתמוסס 
באוויר והקיר יפול ויתרסק כמו 
אפרסק ואז תשירו: 

לאהוב אותך...",ארקדי דוכין
"אייל גולן
",כמו רוח סערה,30/06/11,"תני עוד טיפה
טיפה אחת מכל האור
תני עוד מבט
מבט אחד תמים טהור
תני עוד חיוך אחד לפני שאת עוזבת
אמרי לי אהובה מה שתיקתך אומרת

כי את לי היחידה
את לי גם החידה
לאן הו לאן את הולכת
היכן האהבה
אמרי, אמרי אישה
על מי או על מה את נסערת.

שיחקת איתי
במשחקי האהבה
נכנעתי לך
ללא כל תנאי ובלי בושה
אותה דמעה שלך היתה אותי שוברת
הרי את נשמתי לקחת לך למשמרת

כי את לי היחידה...",יאיר אלוני
"אייל גולן
",כל כך יפה,02/07/11,"לב חולה הלילה 
פרידה אחת יותר מדי 
עזבת אותי הלילה 
עצובים יהיו ימי 

צריך למצוא רופא שירפא לי את הלב 
ללב שבור עוד לא מצאו תרופה 
כל פעם שאמרתי לה שרק אותה אוהב 
היתה ישר יוצאת להתקפה 

""עד מתי בי תבגוד ותשקר 
עד מתי את ליבי אתה שובר"" - 
ובפי כבר היתה אותה תשובה 
חוץ ממך לא היתה לי אהבה, 
""עד מתי תספר אותו סיפור 
עד מתי תנסה כל פרי אסור"" - 
בשניה היא עשתה אותי שובב 
אבל בה רק הייתי מאוהב 

עוד כוסית הלילה 
פרידות עושות אותי שיכור 
רקדתי כל הלילה 
אבל הלב נשאר שחור 

צריך למצוא רופא שירפא את הכאב 
תרופה שתעשה לי הקלה 
זה לא יכול להיות שרק אותה אני אוהב 
והיא תמיד נשארת בשלה 

עד מתי בי תבגוד ותשקר...",זאב נחמה
"אייל גולן
",כל החלומות,02/07/11,"לב שבור, 
פירור ועוד פירור, 
אני סופר עוד יום 
עוד לילה בלעדייך 
מנסה במחשבות, 
לחבר את הקצוות 
ולרגע לא מפסיק לחשוב עלייך 
לילה קר, 
אני פורט לי על מיתר 
ואוהב אותך במנגינה אילמת 
מחפש את המגע, 
מנסה להירגע 
אבל עמוק בפנים האהבה נלחמת. 

לב שבור, 
חזק אלייך קשור 
מבקש אותך ולא שוכח 
אני אדם עם לב שבור, 
באזיקייך סגור 
ורק אהבתך היא המפתח. 
לב שבור, 
חזק אלייך קשור 
מבקש אותך ולא שוכח 
אני אדם עם לב שבור, 
באזיקייך סגור 
ורק אהבתך היא המפתח. 

איך הזמן, 
בורח כמו עשן 
איפה את עכשיו רק אלוהים יודע 
אז אם את מקשיבה, 
האמיני אהובה 
שגם עם לב שבור אני מתגעגע. 

לב שבור, 
חזק אלייך קשור 
מבקש אותך ולא שוכח 
אני אדם עם לב שבור, 
באזיקייך סגור 
ורק אהבתך היא המפתח. 
לב שבור, 
חזק אלייך קשור 
מבקש אותך ולא שוכח 
אני אדם עם לב שבור, 
באזיקייך סגור 
ורק אהבתך היא המפתח. 

אני אדם עם לב שבור, 
באזיקייך סגור 
ורק אהבתך היא המפתח.",יוסי גיספן
"אייל גולן
",כבר לא יכול,30/06/11,"כל מה שנשאר לי להגיד שלום
עזבתי את הבית ונשאר חלום
לא רצית לשמוע מה שיש לומר
הכל נגמר

החברים אמרו לי לעזוב הכל
עזוב אותה לבד ותצא גדול
רק כשהבנתי היה כבר מאוחר
הכל נגמר

לא לשחק עם לב של גבר
אל תפגעי ברגשות
הולך כמו שיכור
הולך אחרי האור אלייך
לא לשחק עם לב של גבר
אל תפגעי ברגשות
עזבתי בית חם
נקשרתי לעולם אלייך

תמיד ביקשת ממני לבקש סליחה
אפילו כשדיברנו על חום ומשפחה
אותך רציתי יותר מכל דבר
הכל נגמר

החברים סיפרו שעלייך מדברים
שבלילות שישי את יוצאת עם אחרים
קשה עלייך לחשוב בזמן עבר
הכל נגמר

לא לשחק עם לב של גבר
אל תפגעי ברגשות
הולך כמו שיכור
הולך אחרי האור אלייך
לא לשחק עם לב של גבר
אל תפגעי ברגשות
עזבתי בית חם
נקשרתי לעולם אלייך",זאב נחמה
"אייל גולן
",ישראל,01/07/11,"לבד לבד 
הולך אדם הולך עד כלות כוחותיו 
לבד לבד 
בנתיב ימיו מושך עם תיקוותו נכזבת 

לפעמים כנף יפרוש יחוג ברוח 
אך בתוך ליבו יערוג אל חוף בטוח 
יש ימים בהם יחוש מעט יגע 
יש ימים בהם ימצא מעט מרגוע 
ואולי נחמה 

לבד לבד 
גם אם יאמר אלך ואיש גם לא ישאל 
לבד לבד 
גם אם יחשוב מצא את כל אשר ביקש הוא 

לפעמים כנף יפרוש יחוג ברוח 
אך בתוך ליבו יערוג אל חוף בטוח 
יש ימים בהם יחוש מעט יגע 
יש ימים בהם ימצא מעט מרגוע 
ואולי נחמה",אברהם לוי
"אייל גולן
",יפיופה,26/03/12,"עברתי דרך החיים
אמא גם אני אורח
פצעוני חברים
לכולם אני סולח
לילות שימחתי אנשים
את העצב לי שמרתי
על הרגעים הכי קשים
מעולם לך לא סיפרתי

פזמון:
שם הייתי לבדי
הנשמה קראה לך אמא
דמעות נפלו אל סוד הלילה
רק אלוהים שמר עליי

נדמה חיי היו קלים
לא כל הנוצץ זהב
וידעתי גוזלים
עד אחרון ימיי אותם אוהב
בעיני כולם אני זוהר
אך מאחוריי הדלת
הלבד גם הוא חבר שבוכה איתי כמו ילד

שם הייתי לבדי
הנשמה קראה לך אמא
דמעות נפלו אל סוד הלילה
רק אלוהים שמר עליי",יוסי גיספן
"אייל גולן
",יפה שלי,21/02/12,"עברתי דרך החיים
אמא גם אני אורח
פצעוני חברים
לכולם אני סולח
לילות שימחתי אנשים
את העצב לי שמרתי
על הרגעים הכי קשים
מעולם לך לא סיפרתי

שם הייתי לבדי
הנשמה קראה לך אמא
דמעות נפלו אל סוד הלילה
רק אלוהים שמר עליי

נדמה חיי היו קלים
לא כל הנוצץ זהב
וידעתי גוזלים
עד אחרון ימיי אותם אוהב
בעיני כולם אני זוהר
אך מאחוריי הדלת
הלבד גם הוא חבר שבוכה איתי כמו ילד

שם הייתי לבדי
הנשמה קראה לך אמא
דמעות נפלו אל סוד הלילה
רק אלוהים שמר עליי",יוסי גיספן
"אייל גולן
",ימים יגידו,02/07/11,"אל תהי דלתך סוגרת 
ובכאב מענה את אוהבך 
תני ידך ביד אוהבת 
ולעולם לא תהיי לבדך 

לו הייתי כמו הרוח הנושבת בשערך 
או אולי טיפה של גשם הגולשת על גבך 
לו הייתי עשב דשא להניח כף רגליך 
אפילו סתם אויר שכיח למלא את ריאתך 

אל תהי דלתך סוגרת... 

לו הייתי כתפוח הנשטף בכף ידך 
או הייתי איזה בגד העוטף את גזרתך 
לו הייתי צבע אודם המרוח על שפתך 
או עדי זהב או כסף התלוי על צווארך 

אל תהי דלתך סוגרת...",אביהו מדינה
"אייל גולן
",ים של טעויות,26/03/12,"קר, לילה בעולם
שוב איני נרדם
אך כבר חולם הנני
איך טוב לי לצידך
אל תמנעי דבר ממני

המרחק ממך כל כך כואב
משתלט על כל פינות הלב
אילו רק היית יותר קרובה...

מחכה בתור לאהבה

לו הייתי יכול
הייתי נותן עכשיו את הכל
שנתגבר, שנתחבר, שנישאר

את, כמו מלאך הופעת
וּבבת אחת כל הפחדים נמוגו
עוד אין בינינו סוד
רק רגשות שלא נסוגו

המרחק ממך כל כך כואב
משתלט על כל פינות הלב
אילו רק היית יותר קרובה
מחכה בתור לאהבה

לו הייתי יכול",עינת הולנדר
"אייל גולן
",ים של טעויות,25/07/11,"מספרים עלי שאני קצת השתניתי 
ואומרים שאיבדתי את התמימות 
לו רק ידעת את הדרך שעברתי 
כדי למצוא לי איזה רגע של שלמות 

ולפני עומד אדם שמתבונן לו 
ומחפש את השינוי שחל עליו, 
ולא מוצא דבר מוזר שהשתנה בו, 
חוץ מהצבע שהחזרת לו ללחייו. 

ויש לי חשק לפעמים, לצעוק חזק אל העולם 
על מי את בשבילי, ומה שאת נותנת, 
ויש לך כוח של צבא שלם, אחת נגד כולם 
וזה עושה אותך למה שאת לוחמת 

אז מספרים עלי שאני קצת השתניתי 
וזה נכון כי החיוך שב אל פני, 
פינה שקטה אני אצלך מצאתי 
את לי הכל את לי בחירת אהבותי. 

ויש לי חשק לפעמים, לצעוק חזק אל העולם 
על מי את בשבילי, ומה שאת נותנת, 
ויש לך כוח של צבא שלם, אחת נגד כולם 
וזה עושה אותך למה שאת לוחמת 

ויש לי חשק לפעמים, לצעוק חזק אל המרומים 
במה זכיתי ששלח אותך אלי 
את הסיבה שהחיים שלי כבר לא אותם חיים, 
מהרגע שחדרת אל תוך חיי 

ויש לך כוח של צבא שלם, אחת נגד כולם 
זה עושה אותך ומה שאת לוחמת",איציק שמלי
"אייל גולן
",ים פרחים,30/06/11,"מספרים עלי שאני קצת השתניתי
ואומרים שאיבדתי את התמימות
לו רק ידעת את הדרך שעברתי
כדי למצוא לי איזה רגע של שלמות

ולפני עומד אדם שמתבונן לו
ומחפש את השינוי שחל עליו,
ולא מוצא דבר מוזר שהשתנה בו,
חוץ מהצבע שהחזרת לו ללחייו.

ויש לי חשק לפעמים, לצעוק חזק אל העולם
על מי את בשבילי, ומה שאת נותנת,
ויש לך כוח של צבא שלם, אך את נגד כולם
וזה עושה אותך למה שאת לוחמת

אז מספרים עלי שאני קצת השתניתי
וזה נכון כי החיוך שב אל פני,
פינה שקטה אני אצלך מצאתי
את לי הכל את לי בחירת אהבותי.

ויש לי חשק לפעמים, לצעוק חזק אל העולם
על מי את בשבילי, ומה שאת נותנת,
ויש לך כוח של צבא שלם, אך את נגד כולם
וזה עושה אותך למה שאת לוחמת

ויש לי חשק לפעמים, לצעוק חזק אל המרומים
במה זכיתי ששלח אותך אלי
את הסיבה שהחיים שלי כבר לא אותם חיים,
מהרגע שחדרת אל תוך חיי

ויש לך כוח של צבא שלם, אך את נגד כולם
זה עושה אותך ומה שאת לוחמת",איציק שמלי
"אייל גולן
",ילדתי נא שובי,01/07/11,"לחישה בלילה והיא איננה 
גם שרחוקה היא ממני 
זכרונה עולה שוב בליבי הלילה 
איך אותה רציתי כל חיי 

ידי בידה ולאור ירח עוד יאיר לי כוכב 
היא תבוא אלי ליבה פורח 
כל ימי אותה אוהב 

רק זאת ביקשתי בידה אחזתי 
היא כמו חלום שלא נגמר 
רק זאת שאלתי שליבי נתתי 
הושטתי לה פרח אני שר 
רק זאת שאלתי שליבי נתתי 
הושטתי לה פרח אני שר 

לחישה בלילה רוח שנושבת 
מכניסה בי רטט אהבה 
חזרתי אליה אל זו שאוהבת 
רק בה חפצתי בלבבה 
ידי בידה ולאור ירח עוד יאיר לי כוכב 
היא תבוא אלי ליבה פורח 
כל ימי אותה אוהב 

רק זאת ביקשתי... 

ידי בידה ולאור ירח עוד יאיר לי כוכב 
היא תבוא אלי ליבה פורח 
כל ימי אותה אוהב 

רק זאת ביקשתי...",אביחי מליחי
"אייל גולן
",ידעת שזה זמני,24/03/15,"תמיד רצית אחד כזה חכם שבשבילך
הוא עוד יכבוש את העולם
כל ערב שישוב רק לביתך יביא לך
שושנים בצבע דם יאיר לך את הלילה
ימתיק כל מה שמר לך
תרשי לו לחבק את כאבך אני יודעת 

שתמיד רצית אחד שינגן יפרוט על מיתרייך 
כל בוקר בקפה שבשדרה תמיד מוקסם ממילותיך
יכיר לך את השקט יקח אותך לסרט
תרשי לו לעטוף אותך בחום

כן היא מנסה לטרוף את כל העולם
מנסה לטרוף את כל העולם
היא לא רוצה להיתפשר כמו כולם
רוצה לטרוף את כל העולם

עוד יום עובר ואת עדיין מחכה לו 
אולי הוא יגיע פתאום
עוד יום חולף ואת עדיין מצפה לו
אולי הוא הוא יגשים לך חלום
הוא בטח יגיע היום

תמיד רצית אחד כזה מושלם
שבכל יום הוא יתאהב בך מחדש
כל יום שיפנק ויפנק
רצית אחד יותר מתוק מדבש
ישתיק את כל פחדייך תמיד מאחורייך 
תרשי לו לשחק את המשחק", אבי אוחיון 
"אייל גולן
",ידעת שזה זמני,25/07/11,"להתעורר לתוך חלום לראות אותך 
לנשום את הניחוח המתוק 
לדגדג אותך ולהרגיש פתאום 
איך הבית מתמלא קולות של צחוק 

שתי גומות של חן, מלאך קטן 
צוחק אלי ואור גדול נדלק 
ואני עומד מולך ומתפלל 
שתגדל וכל הזמן תצחק 

ליאם, אתה עולם שלי 
ליאם, גוזל קטן 
פרי מתוק של עץ האהבה 
ליאם שלי ליאם 

נשיקה אחת קטנה ולילה טוב 
אמא תלטף את שערך 
שתישן ילדי ותחלום, 
על שלושה דובים, נסיך ונסיכה 

ליאם, אתה עולם שלי 
ליאם, גוזל קטן 
פרי מתוק של עץ האהבה 
ליאם שלי, עיניים ים",יוסי גיספן
"אייל גולן
",טוב בלב,30/06/11,"להתעורר לתוך חלום לראות אותך
לנשום את הניחוח המתוק
לדגדג אותך ולהרגיש פתאום
איך הבית מתמלא קולות של צחוק

שתי גומות של חן, מלאך קטן
צוחק אלי ואור גדול נדלק
ואני עומד מולך ומתפלל
שתגדל וכל הזמן תצחק

ליאם, אתה עולם שלי
ליאם, גוזל קטן
פרי מתוק של עץ האהבה
ליאם שלי ליאם

נשיקה אחת קטנה ולילה טוב
אמא תלטף את שערך
שתישן ילדי ותחלום,
על שלושה דובים, נסיך ונסיכה

ליאם, אתה עולם שלי
ליאם, גוזל קטן
פרי מתוק של עץ האהבה
ליאם שלי, עיניים ים",יוסי גיספן
"אייל גולן
",חלק מחיי,25/07/11,"תן לי את השיר הזה במתנה 
שילווה אותי תמיד כמו תפילה, 
ומלב ללב תפרח המנגינה 
אשר מחלומות יפים עולה. 

תן את הדמעה שמעינך ירדה, 
אשמור אותה כאגל טל בנשמתי. 
בזריחה של יום חדש אלחש תודה 
לתקווה הזאת שמלווה אותי. 

תן לחוש באור שבקצה המנהרה, 
תן ברכה ליום שבו עמלתי, 
ואנא שמור לי על הילד מכל רע, 
כי לילד הזה התפללתי, 
כי לילד הזה התפללתי. 

תן את החיבוק שבזוית נגלה, 
אנצור אותו כעל בבת עיני, 
והוא יאיר כמו קרן אור באפלה, 
אקשור אותו על חוט שני, 

תן לי את היופי שחווינו זה עתה 
ולב רחב לקלוט את המראות 
לגעת באושר שבקצה העלטה, 
בברכה לקבל את הבאות. 

תן לחוש באור שבקצה המנהרה...",אילנה קליין
"אייל גולן
",חלומות,30/06/11,"תן לי את השיר הזה במתנה
שילווה אותי תמיד כמו תפילה,
ומלב ללב תפרח המנגינה
אשר מחלומות יפים עולה.

תן את הדמעה שמעינך ירדה,
אשמור אותה כאגל טל בנשמתי.
בזריחה של יום חדש אלחש תודה
לתקווה הזאת שמלווה אותי.

תן לחוש באור שבקצה המנהרה,
תן ברכה ליום שבו עמלתי,
ואנא שמור לי על הילד מכל רע,
כי לילד הזה התפללתי,
כי לילד הזה התפללתי.

תן את החיבוק שבזוית נגלה,
אנצור אותו כעל בבת עיני,
והוא יאיר כמו קרן אור באפלה,
אקשור אותו על חוט שני,

תן לי את היופי שחווינו זה עתה
ולב רחב לקלוט את המראות
לגעת באושר שבקצה העלטה,
בברכה לקבל את הבאות.

תן לחוש באור שבקצה המנהרה...",אילנה קליין
"אייל גולן
",חיים שלמים,28/06/11,"התלבטות חותכת את חיי 
זה בכלל לא פשוט 
הלב תוהה אולי כי באחרת הוא לכוד 
אני לא יודע מה קורה לי 
זה שיגעון זמני או סתם נדמה לי 

ללכת או להישאר על הלב לא לוותר 
רוצה אותך אבל יכול להפסיד את הכל 
ללכת או להישאר לעצמי לא לשקר 
שתי אהבות כאב גדול להפסיד את הכל 

התלבטות נוגעת בחולשות 
לא מבין איך אשתנה 
אוהב אבל מרגיש פחות 
את עצמי אני שונא 

אני לא יודע מה קורה לי 
זו רק חולשה זמנית או סתם נדמה לי 

ללכת או להישאר על הלב לא לוותר 
רוצה אותך אבל יכול להפסיד את הכל 
ללכת או להישאר לעצמי לא לשקר 
שתי אהבות כאב גדול להפסיד את הכל",רמי לב
